speaker	task	stance	SWN_sum	SWN_num_wds	SWN_max	SWN_score_rate	SWN_score_per_word	SWN_mean_score	NORMS_sum	NORMS_num_wd	NORMS_max	NORMS_score_rate	NORMS_score_per_word	NORMS_mean_score	NORMS_ar_sum	NORMS_ar_max	NORMS_ar_score_per_word	NORMS_ar_mean_score	NORMS_dom_sum	NORMS_dom_max	NORMS_dom_score_per_word	NORMS_dom_mean_score	EvalLex_sum	EvalLex_num_wd	EvalLex_max	EvalLex_score_rate	EvalLex_score_per_word	EvalLex_mean_score	EvalLex_emo_sum	EvalLex_emo_max	EvalLex_emo_score_per_word	EvalLex_emo_mean_score	NRC_sum	NRC_num_wds	NRC_max	NRC_score_rate	NRC_score_per_word	NRC_mean_score	Emo_sum	EMO_num_wds	EMO_max	EMO_score_rate	EMO_score_per_word	EMO_mean_score	SUBJ_totmarkers	SUBJ_proportion	argLex	argLex_prop	opLex	opLex_prop	effectLex	effectLex_prop	totalSubj	totalSubj_prop	totwds	text
Blankfein	NULL	0	3.0	6	0.625	0.42857142857142855	0.21428571428571427	0.5	5.9	2	1.67	0.14285714285714285	0.42142857142857143	2.95	27.41	5.29	1.957857142857143	4.568333333333333	37.02	6.71	2.6442857142857146	6.170000000000001	0	0	0	0.0	0.0	0	0	0	0.0	0	1.828	2	0.914	0.14285714285714285	0.1305714285714286	0.914	2.546333333333334	7	0.5826666666666668	0.5	0.18188095238095242	0.36376190476190484	5	0.35714285714285715	0	0.0	2	0.14285714285714285	2	0.14285714285714285	6	0.42857142857142855	14	i want to express my gratitude and the gratitude of our entire firm .
Blankfein	NULL	0	0.5	1	0.5	0.1	0.05	0.5	2.5100000000000002	1	1.2200000000000002	0.1	0.251	2.5100000000000002	15.600000000000001	4.73	1.56	3.9000000000000004	18.61	5.26	1.861	4.6525	0	0	0	0.0	0.0	0	0	0	0.0	0	0.359	1	0.359	0.1	0.0359	0.359	1.0595	5	0.5	0.5	0.10595000000000002	0.21190000000000003	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	10	we held the government 's investment for approximately eight months
Blankfein	NULL	0	0.75	2	0.375	0.11764705882352941	0.04411764705882353	0.375	5.25	1	1.25	0.058823529411764705	0.3088235294117647	5.25	20.020000000000003	3.67	1.1776470588235295	3.3366666666666673	32.92	6.06	1.9364705882352942	5.486666666666667	0	0	0	0.0	0.0	0	0	0	0.0	0	0.375	1	0.375	0.058823529411764705	0.022058823529411766	0.375	1.3841666666666665	7	0.31666666666666665	0.4117647058823529	0.08142156862745098	0.1977380952380952	1	0.058823529411764705	0	0.0	0	0.0	2	0.11764705882352941	2	0.11764705882352941	17	and repaid it in full , along with a twenty three percent annualized return for taxpayers .
Blankfein	NULL	0	0.625	2	0.25	0.08695652173913043	0.02717391304347826	0.3125	1.6399999999999997	1	1.6399999999999997	0.043478260869565216	0.07130434782608694	1.6399999999999997	3.48	3.48	0.15130434782608695	3.48	6.82	6.82	0.2965217391304348	6.82	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0.6639999999999999	3	0.289	0.13043478260869565	0.028869565217391303	0.2213333333333333	2	0.08695652173913043	0	0.0	0	0.0	0	0.0	2	0.08695652173913043	23	until recently , most americans had never heard of goldman sachs or were - or - were n't sure what it did .
Blankfein	NULL	0	0.75	2	0.5	0.2857142857142857	0.10714285714285714	0.375	1.8900000000000006	0	0.8600000000000003	0.0	0.2700000000000001	0	14.1	4.24	2.0142857142857142	3.525	21.720000000000002	6.35	3.102857142857143	5.430000000000001	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0.626	4	0.29100000000000004	0.5714285714285714	0.08942857142857143	0.1565	0	0.0	0	0.0	0	0.0	3	0.42857142857142855	3	0.42857142857142855	7	we do n't have banking branches .
Blankfein	NULL	0	1.75	3	0.625	0.1875	0.109375	0.5833333333333334	6.9399999999999995	3	1.67	0.1875	0.43374999999999997	2.313333333333333	31.580000000000002	4.76	1.9737500000000001	3.9475000000000002	40.559999999999995	6.35	2.5349999999999997	5.069999999999999	0	0	0	0.0	0.0	0	0	0	0.0	0	0.331	1	0.331	0.0625	0.0206875	0.331	2.3480000000000003	9	0.625	0.5625	0.14675000000000002	0.26088888888888895	1	0.0625	1	0.0625	1	0.0625	5	0.3125	6	0.375	16	we provide very few mortgages and do n't issue credit cards or loans to consumers .
Blankfein	NULL	0	0.5	1	0.5	0.5	0.25	0.5	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0.5	1	0.5	0.5	0.25	0.5	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	2	instead ,
Blankfein	NULL	0	1.25	2	0.625	0.10526315789473684	0.06578947368421052	0.625	9.09	5	1.5499999999999998	0.2631578947368421	0.4784210526315789	1.818	34.519999999999996	4.59	1.8168421052631576	3.835555555555555	48.29	6.45	2.541578947368421	5.365555555555556	0	0	0	0.0	0.0	0	0	0	0.0	0	0.359	1	0.359	0.05263157894736842	0.018894736842105263	0.359	2.542	10	0.375	0.5263157894736842	0.1337894736842105	0.2542	0	0.0	0	0.0	1	0.05263157894736842	4	0.21052631578947367	4	0.21052631578947367	19	we generally work with companies , governments , pension funds , mutual funds , and other investing institutions .
Blankfein	NULL	0	0.75	2	0.25	0.125	0.046875	0.375	3.219999999999999	2	1.2699999999999996	0.125	0.20124999999999993	1.6099999999999994	12.52	3.57	0.7825	3.13	22.439999999999998	6.11	1.4024999999999999	5.609999999999999	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0.7814999999999999	5	0.23399999999999999	0.3125	0.04884374999999999	0.15629999999999997	1	0.0625	0	0.0	0	0.0	2	0.125	2	0.125	16	these clients usually come to goldman sachs for one or more of the following reasons .
Blankfein	NULL	0	4.25	9	0.625	0.36	0.17	0.4722222222222222	7.970000000000001	2	1.8200000000000003	0.08	0.31880000000000003	3.9850000000000003	45.739999999999995	5.29	1.8296	4.158181818181817	60.94	6.78	2.4375999999999998	5.54	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	3.4375	13	0.43200000000000005	0.52	0.1375	0.2644230769230769	4	0.16	0	0.0	0	0.0	6	0.24	8	0.32	25	they want financial advice , they need financing , they want to buy or sell a stock , bond , or other financial instrument ,
Blankfein	NULL	0	1.625	3	0.625	0.25	0.13541666666666666	0.5416666666666666	5.2	2	2.25	0.16666666666666666	0.43333333333333335	2.6	18.56	5.29	1.5466666666666666	4.64	23.1	6.89	1.925	5.775	0	0	0	0.0	0.0	0	0	0	0.0	0	0.203	1	0.203	0.08333333333333333	0.016916666666666667	0.203	1.4393333333333334	4	0.5375	0.3333333333333333	0.11994444444444445	0.35983333333333334	4	0.3333333333333333	0	0.0	0	0.0	2	0.16666666666666666	4	0.3333333333333333	12	or they want help in managing and growing their financial assets .
Blankfein	NULL	0	1.0	2	0.25	0.09523809523809523	0.047619047619047616	0.5	3.0200000000000005	1	1.4400000000000004	0.047619047619047616	0.14380952380952383	3.0200000000000005	23.519999999999996	4.33	1.1199999999999999	3.9199999999999995	34.050000000000004	6.12	1.6214285714285717	5.675000000000001	0	0	0	0.0	0.0	0	0	0	0.0	0	0.073	0	0.073	0.0	0.003476190476190476	0	1.2053333333333334	8	0.2880000000000001	0.38095238095238093	0.0573968253968254	0.15066666666666667	0	0.0	0	0.0	2	0.09523809523809523	4	0.19047619047619047	4	0.19047619047619047	21	the nearly thirty-five thousand people who work at goldman sachs , the majority of whom work in the united states ,
Blankfein	NULL	1	1.875	4	0.625	0.4444444444444444	0.20833333333333334	0.46875	4.05	2	2.26	0.2222222222222222	0.44999999999999996	2.025	11.379999999999999	4.5	1.2644444444444443	3.793333333333333	18.63	7.05	2.07	6.21	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	1.4675	4	0.5385	0.4444444444444444	0.16305555555555556	0.366875	3	0.3333333333333333	0	0.0	3	0.3333333333333333	0	0.0	3	0.3333333333333333	9	are hard working , diligent , and thoughtful .
Blankfein	NULL	0	1.75	5	0.5	0.35714285714285715	0.125	0.35	8.23	4	2.2199999999999998	0.2857142857142857	0.5878571428571429	2.0575	29.249999999999996	5.1	2.089285714285714	4.178571428571428	39.22	6.89	2.801428571428571	5.602857142857142	0	0	0	0.0	0.0	0	0	0	0.0	0	0.562	2	0.359	0.14285714285714285	0.04014285714285715	0.281	2.1393333333333335	8	0.347	0.5714285714285714	0.1528095238095238	0.2674166666666667	1	0.07142857142857142	0	0.0	0	0.0	4	0.2857142857142857	4	0.2857142857142857	14	through them , we help governments raise capital to fund schools and roads .
Blankfein	NULL	0	0.75	1	0.5	0.07692307692307693	0.057692307692307696	0.75	6.46	3	1.67	0.23076923076923078	0.4969230769230769	2.1533333333333333	24.919999999999998	4.95	1.9169230769230767	4.153333333333333	35.400000000000006	6.41	2.7230769230769236	5.900000000000001	0	0	0	0.0	0.0	0	0	0	0.0	0	0.297	1	0.297	0.07692307692307693	0.022846153846153846	0.297	1.2663333333333333	6	0.3323333333333333	0.46153846153846156	0.09741025641025641	0.21105555555555555	0	0.0	0	0.0	0	0.0	4	0.3076923076923077	4	0.3076923076923077	13	we advise companies and provide them funds to invest in their growth .
Blankfein	NULL	0	0.5	1	0.25	0.08333333333333333	0.041666666666666664	0.5	6.85	3	1.9500000000000002	0.25	0.5708333333333333	2.283333333333333	29.010000000000005	5.23	2.4175000000000004	4.144285714285715	39.88	6.15	3.3233333333333337	5.6971428571428575	0	0	0	0.0	0.0	0	0	0	0.0	0	0.106	0	0.106	0.0	0.008833333333333334	0	1.4948333333333332	7	0.39	0.5833333333333334	0.12456944444444444	0.21354761904761904	0	0.0	0	0.0	1	0.08333333333333333	4	0.3333333333333333	4	0.3333333333333333	12	we work with pension funds , labor unions , and university endowments
Blankfein	NULL	0	1.25	3	0.625	0.25	0.10416666666666667	0.4166666666666667	9.330000000000002	5	2.25	0.4166666666666667	0.7775000000000002	1.8660000000000003	23.509999999999998	4.43	1.9591666666666665	3.918333333333333	37.56	7.0	3.1300000000000003	6.260000000000001	0	0	0	0.0	0.0	0	0	0	0.0	0	0.203	1	0.203	0.08333333333333333	0.016916666666666667	0.203	1.7808333333333335	6	0.5375	0.5	0.1484027777777778	0.2968055555555556	3	0.25	0	0.0	1	0.08333333333333333	4	0.3333333333333333	5	0.4166666666666667	12	to help build and secure their assets for generations to come .
Blankfein	NULL	0	1.875	4	0.625	0.18181818181818182	0.08522727272727272	0.46875	7.130000000000001	4	1.6100000000000003	0.18181818181818182	0.32409090909090915	1.7825000000000002	31.89	4.71	1.4495454545454545	3.98625	45.16	6.52	2.0527272727272727	5.645	0	0	0	0.0	0.0	0	0	0	0.0	0	0.531	1	0.531	0.045454545454545456	0.024136363636363636	0.531	2.3818333333333332	10	0.4733333333333334	0.45454545454545453	0.10826515151515151	0.23818333333333333	2	0.09090909090909091	0	0.0	0	0.0	2	0.09090909090909091	4	0.18181818181818182	22	and we connect buyers and sellers in the securities markets , contributing to the liquidity and vitality of our financial system .
Blankfein	NULL	1	1.5	3	0.5	0.2727272727272727	0.13636363636363635	0.5	5.959999999999999	2	1.8499999999999996	0.18181818181818182	0.5418181818181818	2.9799999999999995	26.729999999999997	5.35	2.4299999999999997	4.454999999999999	33.64	6.39	3.058181818181818	5.6066666666666665	0	0	0	0.0	0.0	0	0	0	0.0	0	0.297	1	0.297	0.09090909090909091	0.027	0.297	1.5683333333333334	6	0.36999999999999994	0.5454545454545454	0.14257575757575758	0.2613888888888889	1	0.09090909090909091	1	0.09090909090909091	1	0.09090909090909091	2	0.18181818181818182	3	0.2727272727272727	11	these functions are important to economic growth and job creation .
Blankfein	NULL	0	2.125	6	0.5	0.3157894736842105	0.1118421052631579	0.3541666666666667	6.109999999999999	4	1.58	0.21052631578947367	0.321578947368421	1.5274999999999999	27.120000000000005	5.45	1.4273684210526318	4.5200000000000005	33.46000000000001	7.11	1.7610526315789479	5.576666666666668	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	2.297	9	0.5	0.47368421052631576	0.12089473684210528	0.25522222222222224	3	0.15789473684210525	0	0.0	2	0.10526315789473684	1	0.05263157894736842	4	0.21052631578947367	19	i recognize , however , that many americans are skeptical about the contribution of investment banking to our economy
Blankfein	NULL	0	2.875	5	0.875	0.38461538461538464	0.22115384615384615	0.575	5.550000000000001	2	2.95	0.15384615384615385	0.42692307692307696	2.7750000000000004	23.39	6.29	1.7992307692307692	4.678	22.330000000000002	5.41	1.7176923076923079	4.466	0	0	0	0.0	0.0	0	0	0	0.0	0	1.5899999999999999	2	0.824	0.15384615384615385	0.1223076923076923	0.7949999999999999	2.571	7	0.731	0.5384615384615384	0.19776923076923078	0.3672857142857143	2	0.15384615384615385	0	0.0	2	0.15384615384615385	1	0.07692307692307693	3	0.23076923076923078	13	and understandably angry about how wall street contributed to the financial crisis .
Blankfein	NULL	0	2.125	5	0.5	0.22727272727272727	0.09659090909090909	0.425	5.180000000000001	2	2.95	0.09090909090909091	0.23545454545454547	2.5900000000000003	21.58	6.29	0.9809090909090908	4.316	26.939999999999998	6.58	1.2245454545454544	5.388	0	0	0	0.0	0.0	0	0	0	0.0	0	1.078	2	0.766	0.09090909090909091	0.049	0.539	2.331	8	0.5770000000000001	0.36363636363636365	0.10595454545454545	0.291375	5	0.22727272727272727	0	0.0	2	0.09090909090909091	1	0.045454545454545456	5	0.22727272727272727	22	as a firm , we are trying to deal with the implications of the crisis for ourselves and for the system .
Blankfein	NULL	0	1.625	3	0.625	0.21428571428571427	0.11607142857142858	0.5416666666666666	2.42	0	1.0	0.0	0.17285714285714285	0	23.07	4.77	1.647857142857143	3.845	34.080000000000005	6.37	2.4342857142857146	5.680000000000001	0	0	0	0.0	0.0	0	0	0	0.0	0	0.25	1	0.25	0.07142857142857142	0.017857142857142856	0.25	1.129	6	0.35350000000000004	0.42857142857142855	0.08064285714285714	0.18816666666666668	0	0.0	0	0.0	1	0.07142857142857142	2	0.14285714285714285	3	0.21428571428571427	14	what we and other banks , rating agencies , and regulators failed to do
Blankfein	NULL	1	2.125	6	0.375	0.3333333333333333	0.11805555555555555	0.3541666666666667	3.19	2	1.4500000000000002	0.1111111111111111	0.17722222222222223	1.595	18.45	6.85	1.025	4.6125	22.979999999999997	6.58	1.2766666666666664	5.744999999999999	0	0	0	0.0	0.0	0	0	0	0.0	0	0.688	1	0.688	0.05555555555555555	0.03822222222222222	0.688	2.135333333333333	8	0.4303333333333333	0.4444444444444444	0.11862962962962961	0.26691666666666664	7	0.3888888888888889	0	0.0	2	0.1111111111111111	2	0.1111111111111111	7	0.3888888888888889	18	was sound the alarm that there was too much lending and too much leverage in the system ,
Blankfein	NULL	1	1.5	3	0.625	0.42857142857142855	0.21428571428571427	0.5	1.5600000000000005	1	1.3200000000000003	0.14285714285714285	0.22285714285714292	1.5600000000000005	12.280000000000001	4.47	1.7542857142857144	4.093333333333334	17.07	6.18	2.4385714285714286	5.69	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	1.3435000000000001	4	0.625	0.5714285714285714	0.19192857142857145	0.33587500000000003	2	0.2857142857142857	0	0.0	1	0.14285714285714285	2	0.2857142857142857	4	0.5714285714285714	7	that credit had become too cheap .
Blankfein	NULL	1	2.125	6	0.5	0.2727272727272727	0.09659090909090909	0.3541666666666667	9.48	5	1.6799999999999997	0.22727272727272727	0.4309090909090909	1.8960000000000001	37.550000000000004	6.43	1.706818181818182	4.1722222222222225	47.39	6.35	2.1540909090909093	5.265555555555555	0	0	0	0.0	0.0	0	0	0	0.0	0	1.19	3	0.562	0.13636363636363635	0.054090909090909085	0.39666666666666667	2.6293333333333333	10	0.418	0.45454545454545453	0.11951515151515152	0.26293333333333335	2	0.09090909090909091	0	0.0	2	0.09090909090909091	3	0.13636363636363635	4	0.18181818181818182	22	one consequence of the growth of the housing market was that instruments that pooled mortgages and their risk became overly complex .
Blankfein	NULL	1	2.625	6	0.5	0.4	0.175	0.4375	4.46	3	1.6799999999999997	0.2	0.29733333333333334	1.4866666666666666	15.73	5.13	1.0486666666666666	3.9325	23.689999999999998	6.35	1.5793333333333333	5.922499999999999	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	2.3209999999999997	7	0.5	0.4666666666666667	0.1547333333333333	0.3315714285714285	3	0.2	0	0.0	0	0.0	2	0.13333333333333333	5	0.3333333333333333	15	that complexity and the fact that some instruments could n't be easily bought or sold
Blankfein	NULL	1	0.75	2	0.375	0.2857142857142857	0.10714285714285714	0.375	3.45	1	2.95	0.14285714285714285	0.4928571428571429	3.45	10.370000000000001	6.29	1.4814285714285715	5.1850000000000005	9.65	5.88	1.3785714285714286	4.825	0	0	0	0.0	0.0	0	0	0	0.0	0	0.766	1	0.766	0.14285714285714285	0.10942857142857143	0.766	0.877	3	0.5770000000000001	0.42857142857142855	0.12528571428571428	0.29233333333333333	1	0.14285714285714285	0	0.0	1	0.14285714285714285	1	0.14285714285714285	2	0.2857142857142857	7	compounded the effects of the crisis .
Blankfein	NULL	1	2.0	4	0.5	0.25	0.125	0.5	6.24	2	1.9500000000000002	0.125	0.39	3.12	38.51	6.43	2.406875	4.278888888888889	48.18000000000001	6.89	3.0112500000000004	5.353333333333334	0	0	0	0.0	0.0	0	0	0	0.0	0	0.9840000000000001	3	0.562	0.1875	0.061500000000000006	0.328	1.9846666666666666	10	0.36950000000000005	0.625	0.12404166666666666	0.19846666666666665	3	0.1875	1	0.0625	2	0.125	4	0.25	5	0.3125	16	while derivatives are an important tool to help companies and financial institutions manage their risk ,
Blankfein	NULL	1	1.875	5	0.375	0.25	0.09375	0.375	2.0599999999999996	0	0.5	0.0	0.10299999999999998	0	21.55	4.19	1.0775000000000001	3.591666666666667	31.28	5.69	1.564	5.213333333333334	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	1.6535	10	0.375	0.5	0.082675	0.16535	4	0.2	0	0.0	1	0.05	2	0.1	5	0.25	20	we need more transparency for the public and regulators as well as safeguards in the system for their use .
Blankfein	NULL	0	0.75	1	0.625	0.08333333333333333	0.0625	0.75	0.04999999999999982	0	0.04999999999999982	0.0	0.004166666666666652	0	4.78	4.78	0.3983333333333334	4.78	5.57	5.57	0.46416666666666667	5.57	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0.6925	2	0.625	0.16666666666666666	0.057708333333333334	0.34625	1	0.08333333333333333	0	0.0	2	0.16666666666666666	1	0.08333333333333333	2	0.16666666666666666	12	that is why goldman sachs , in supporting trunc tory reform ,
Blankfein	NULL	0	1.125	2	0.5	0.18181818181818182	0.10227272727272728	0.5625	4.779999999999999	3	1.8899999999999997	0.2727272727272727	0.4345454545454545	1.593333333333333	14.290000000000001	4.81	1.299090909090909	3.5725000000000002	22.87	6.17	2.079090909090909	5.7175	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	1.1655	5	0.395	0.45454545454545453	0.10595454545454545	0.2331	3	0.2727272727272727	0	0.0	2	0.18181818181818182	2	0.18181818181818182	3	0.2727272727272727	11	has made it clear that it supports clearinghouses for eligible derivatives
Blankfein	NULL	0	1.875	4	0.5	0.4444444444444444	0.20833333333333334	0.46875	2.0699999999999994	1	1.6799999999999997	0.1111111111111111	0.22999999999999993	2.0699999999999994	10.29	3.88	1.1433333333333333	3.4299999999999997	16.5	6.35	1.8333333333333333	5.5	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	1.5194999999999999	5	0.5	0.5555555555555556	0.1688333333333333	0.30389999999999995	0	0.0	1	0.1111111111111111	0	0.0	1	0.1111111111111111	2	0.2222222222222222	9	and a higher capital requirements for non-standard instruments .
Blankfein	NULL	0	1.625	4	0.375	0.16666666666666666	0.06770833333333333	0.40625	6.880000000000001	2	1.8200000000000003	0.08333333333333333	0.2866666666666667	3.4400000000000004	29.830000000000002	6.19	1.2429166666666667	3.7287500000000002	47.06	7.21	1.9608333333333334	5.8825	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	1.9655000000000005	11	0.36950000000000005	0.4583333333333333	0.08189583333333335	0.17868181818181822	4	0.16666666666666666	0	0.0	0	0.0	1	0.041666666666666664	4	0.16666666666666666	24	as you know , ten days ago , the s_e_c_ announced a civil action against goldman sachs in connection with a specific transaction .
Blankfein	NULL	1	2.5	7	0.5	0.2916666666666667	0.10416666666666667	0.35714285714285715	8.7	6	1.8200000000000003	0.25	0.3625	1.45	27.530000000000005	5.59	1.1470833333333335	3.9328571428571437	42.14	6.74	1.7558333333333334	6.0200000000000005	0	0	0	0.0	0.0	0	0	0	0.0	0	0.438	1	0.438	0.041666666666666664	0.01825	0.438	2.7158333333333333	11	0.36950000000000005	0.4583333333333333	0.11315972222222222	0.2468939393939394	3	0.125	0	0.0	1	0.041666666666666664	2	0.08333333333333333	3	0.125	24	it was one of the worst days of my professional life , as i know it was for every person at our firm .
